"COM";"LIBELLE"
"80532";"Méricourt-sur-Somme"
"80551";"Misery"
"80564";"Montmarquet"
"80581";"Namps-au-Mont"
"80594";"Neuville-lès-Louilly"
"80608";"Omiécourt"
"80610";"Onvillers"
"80612";"Orival"
"80689";"Rumaisnil"
"80712";"Saint-Pierre-à-Gouy"
"80731";"Selincourt"
"80739";"Souplicourt"
"80745";"Taisnil"
"80761";"Tilloy-lès-Conty"
"80768";"Tronchoy"
"80816";"Wailly"
"80817";"Wanel"
"81057";"Campes"
"81113";"Labastide-Dénat"
"81226";"Ronel"
"81241";"Saint-Antonin-de-Lacalm"
"81260";"Saint-Lieux-Lafenasse"
"81296";"Terre-Clapier"
"81301";"Le Travet"
"85027";"Boufféré"
"85030";"Boulogne"
"85043";"Chaillé-sous-les-Ormeaux"
"85044";"Chaix"
"85048";"Chambretaud"
"85052";"La Chapelle-Achard"
"85063";"Les Châtelliers-Châteaumur"
"85068";"La Claye"
"85069";"Les Clouzeaux"
"85079";"Dissais"
"85091";"Fontaines"
"85107";"La Guyonnière"
"85122";"Lesson"
"85150";"Mormaison"
"85165";"L'Oie"
"85168";"Oulmes"
"85180";"La Pommeraie-sur-Sèvre"
"85203";"Sainte-Christine"
"85212";"Sainte-Florence"
"85217";"Saint-Georges-de-Montaigu"
"85219";"Saint-Germain-l'Aiguiller"
"85224";"Saint-Hilaire-de-Loulay"
"85230";"Saint-Hilaire-du-Bois"
"85257";"Saint-Michel-Mont-Mercure"
"85263";"Saint-Philbert-du-Pont-Charrault"
"85270";"Saint-Sornin"
"85272";"Saint-Sulpice-le-Verdon"
"85275";"Saint-Vincent-Puymaufrais"
"85279";"Saligny"
"85299";"Velluire"
"86021";"Benassay"
"86030";"Blaslay"
"86043";"Ceaux-en-Couhé"
"86056";"La Chapelle-Montreuil"
"86060";"Charrais"
"86067";"Châtillon"
"86071";"Cheneché"
"86101";"Frontenay-sur-Dive"
"86146";"Marigny-Brizay"
"86155";"Messais"
"86166";"Montreuil-Bonnin"
"86179";"Notre-Dame-d'Or"
"86185";"Ouzilly-Vignolles"
"86188";"Payré"
"86199";"Pouzioux"
"86212";"Rossay"
"86216";"Saint-Chartres"
"86219";"Saint-Cyr"
"86259";"Senillé"
"86267";"Targé"
"86277";"Varennes"
"86278";"Vaux"
"86283";"Verger-sur-Dive"
"87026";"Bussière-Boffy"
"87055";"Darnac"
"87098";"Milhaguet"
"87136";"Saint-Barbant"
"87171";"Saint-Nicolas-Courbefy"
"87173";"Saint-Pardoux"
"87175";"Saint-Priest-le-Betoux"
"87184";"Saint-Symphorien-sur-Couze"
"87196";"Thiat"
"88018";"Aumontzey"
"88067";"Le Boulay"
"88112";"Colroy-la-Grande"
"88174";"Fomerey"
"88204";"Girmont"
"88234";"Harsault"
"88235";"Hautmougey"
"88337";"Oncourt"
"88420";"Saint-Jean-du-Marché"
"89001";"Accolay"
"89047";"Bligny-en-Othe"
"89052";"Bouilly"
"89070";"Chambeugle"
"89078";"Champvallon"
"89090";"Chastenay"
"89097";"Chêne-Arnoult"
"89103";"Chevillon"
"89107";"Chigy"
"89109";"Cisery"
"89114";"Commissey"
"89138";"Dicy"
"89140";"Dilo"
"89157";"Essert"
"89166";"Fleurigny"
"89174";"Fontenailles"
"89178";"Fontenouilles"
"89192";"Grandchamp"
"89213";"Laduz"
"89231";"Louesme"
"89241";"Malicorne"
"89243";"Marchais-Beton"
"89260";"Molesmes"
"89275";"Neuilly"
"89293";"Perreuse"
"89294";"Perreux"
"89317";"Prunoy"
"89322";"Rebourseaux"
"89330";"Sacy"
"89340";"Sainte-Colombe-sur-Loing"
"89343";"Saint-Denis-sur-Ouanne"
"89356";"Saint-Martin-sur-Ocre"
"89357";"Saint-Martin-sur-Oreuse"
"89358";"Saint-Martin-sur-Ouanne"
"89372";"Saint-Vinnemer"
"89381";"Sceaux"
"89389";"Septfonds"
"89401";"Sougères-sur-Sinotte"
"89421";"Trévilly"
"89429";"Vareilles"
"89435";"Vaux"
"89448";"Vignes"
"89454";"Villefranche"
"89457";"Villemer"
"89473";"Villiers-sur-Tholon"
"89476";"La Villotte"
"89484";"Volgré"
"91222";"Estouches"
